True clone	Inf clone	GE	Annotation
#Clo30	#Clo28	2	Initial
#Clo37	#Clo35	3	Initial
#Clo22	#Clo20	1	Initial
#Clo34	#Clo49	2	Initial
#Clo25	#Clo23	0	Initial
#Clo26	#Clo28	0	Initial
#Clo20	#Clo20	0	Initial
#Clo49	#Clo49	0	Initial
#Clo47	#Clo47	0	Initial
#Clo28	#Clo28	3	Initial
#Clo43	#Clo35	0	Initial
#Clo40	#Clo38	0	Initial
#Clo41	#Clo41	0	Initial
#Clo12	#Clo12	0	Initial
#Clo13	#Clo13	0	Initial
#Clo38	#Clo38	4	Initial
#Clo15	#Clo15	0	Initial
#Clo16	#Clo16	0	Initial
#Clo19	#Clo19	1	Initial
#Clo31	#Clo31	0	Initial
#Clo23	#Clo23	1	Initial
#Clo51	#Clo51	0	Initial
#Clo35	#Clo35	4	Initial
#Clo18	#Clo18	0	Initial
