True clone	Inf clone	GE	Annotation
#Clo29	#Clo29	4	Initial
#Clo24	#Clo22	4	Initial
#Clo26	#Clo22	4	Initial
#Clo21	#Clo19	6	Initial
#Clo48	#Clo48	4	Initial
#Clo43	#Clo41	5	Initial
#Clo41	#Clo41	4	Initial
#Clo9	#Clo11	4	Initial
#Clo8	#Clo8	4	Initial
#Clo28	#Clo22	4	Initial
#Clo14	#Clo16	4	Initial
#Clo11	#Clo11	6	Initial
#Clo39	#Clo35	6	Initial
#Clo12	#Clo16	4	Initial
#Clo22	#Clo22	4	Initial
#Clo17	#Clo19	4	Initial
#Clo16	#Clo16	5	Initial
#Clo19	#Clo19	5	Initial
#Clo32	#Clo34	5	Initial
#Clo30	#Clo34	5	Initial
#Clo37	#Clo35	6	Initial
#Clo35	#Clo35	6	Initial
#Clo34	#Clo34	6	Initial
