True clone	Inf clone	GE	Annotation
#Clo28	#Clo19	1	Initial
#Clo43	#Clo19	2	Initial
#Clo35	#Clo35	0	Initial
#Clo23	#Clo19	0	Initial
#Clo24	#Clo26	1	Initial
#Clo26	#Clo26	1	Initial
#Clo21	#Clo21	1	Initial
#Clo48	#Clo48	0	Initial
#Clo46	#Clo50	1	Initial
#Clo41	#Clo41	0	Initial
#Clo9	#Clo19	2	Initial
#Clo13	#Clo19	2	Initial
#Clo38	#Clo32	5	Initial
#Clo11	#Clo11	1	Initial
#Clo39	#Clo52	1	Initial
#Clo15	#Clo15	0	Initial
#Clo17	#Clo17	0	Initial
#Clo33	#Clo37	1	Initial
#Clo18	#Clo18	0	Initial
#Clo30	#Clo19	2	Initial
#Clo50	#Clo50	0	Initial
#Clo52	#Clo52	0	Initial
#Clo19	#Clo19	1	Initial
#Clo37	#Clo37	0	Initial
#Clo32	#Clo32	1	Initial
