True clone	Inf clone	GE	Annotation
#Clo28	#Clo22	11	Initial
#Clo24	#Clo22	10	Initial
#Clo26	#Clo22	10	Initial
#Clo21	#Clo22	10	Initial
#Clo22	#Clo22	11	Initial
#Clo29	#Clo31	10	Initial
#Clo9	#Clo9	10	Initial
#Clo12	#Clo16	10	Initial
#Clo10	#Clo16	10	Initial
#Clo39	#Clo39	10	Initial
#Clo14	#Clo16	10	Initial
#Clo17	#Clo17	12	Initial
#Clo16	#Clo16	10	Initial
#Clo19	#Clo19	10	Initial
#Clo32	#Clo32	10	Initial
#Clo31	#Clo31	12	Initial
#Clo37	#Clo37	10	Initial
#Clo35	#Clo35	10	Initial
#Clo34	#Clo34	14	Initial
#Clo18	#Clo18	11	Initial
