True clone	Inf clone	GE	Annotation
#Clo24	#Clo26	4	Initial
#Clo26	#Clo26	6	Initial
#Clo27	#Clo31	4	Initial
#Clo20	#Clo22	5	Initial
#Clo22	#Clo22	5	Initial
#Clo29	#Clo31	5	Initial
#Clo7	#Clo11	4	Initial
#Clo9	#Clo11	4	Initial
#Clo12	#Clo16	5	Initial
#Clo11	#Clo11	4	Initial
#Clo39	#Clo32	7	Initial
#Clo14	#Clo16	5	Initial
#Clo17	#Clo19	4	Initial
#Clo16	#Clo16	6	Initial
#Clo33	#Clo32	10	Initial
#Clo31	#Clo31	7	Initial
#Clo37	#Clo35	4	Initial
#Clo35	#Clo35	4	Initial
#Clo19	#Clo19	5	Initial
#Clo32	#Clo32	4	Initial
