True clone	Inf clone	GE	Annotation
#Clo29	#clo12	0	Initial
#Clo24	#clo16	2	Initial
#Clo26	#clo16	2	Initial
#Clo21	#clo7	2	Initial
#Clo48	#clo4	0	Initial
#Clo43	#clo1	1	Initial
#Clo41	#clo1	0	Initial
#Clo9	#clo15	0	Initial
#Clo8	#clo11	0	Initial
#Clo28	#clo3	2	Initial
#Clo14	#clo2	1	Initial
#Clo11	#clo15	2	Initial
#Clo39	#clo8	2	Initial
#Clo12	#clo2	0	Initial
#Clo22	#clo16	2	Initial
#Clo17	#clo7	0	Initial
#Clo16	#clo14	2	Initial
#Clo19	#clo7	1	Initial
#Clo32	#clo9	1	Initial
#Clo30	#clo9	1	Initial
#Clo37	#clo8	2	Initial
#Clo35	#clo8	2	Initial
#Clo34	#clo10	0	Initial
#Clo48	#clo5	3	ExtraInf
#Clo39	#clo6	3	ExtraInf
#Clo29	#clo13	1	ExtraInf
