True clone	Inf clone	GE	Annotation
#Clo24	#clo7	4	Initial
#Clo26	#clo6	5	Initial
#Clo27	#clo9	0	Initial
#Clo20	#clo4	1	Initial
#Clo22	#clo4	2	Initial
#Clo23	#clo3	4	Initial
#Clo29	#clo9	1	Initial
#Clo40	#clo3	0	Initial
#Clo8	#clo10	0	Initial
#Clo13	#clo8	1	Initial
#Clo12	#clo5	1	Initial
#Clo10	#clo10	1	Initial
#Clo38	#clo6	0	Initial
#Clo15	#clo8	2	Initial
#Clo17	#clo8	3	Initial
#Clo32	#clo1	0	Initial
#Clo31	#clo5	1	Initial
#Clo36	#clo5	0	Initial
#Clo35	#clo2	0	Initial
#Clo34	#clo5	1	Initial
#Clo18	#clo4	1	Initial
