True clone	Inf clone	GE	Annotation
#Clo25	#clo15	1	Initial
#Clo27	#clo15	1	Initial
#Clo20	#clo5	3	Initial
#Clo49	#clo4	0	Initial
#Clo47	#clo9	0	Initial
#Clo45	#clo16	0	Initial
#Clo43	#clo1	0	Initial
#Clo40	#clo4	1	Initial
#Clo41	#clo8	0	Initial
#Clo8	#clo13	0	Initial
#Clo29	#clo15	2	Initial
#Clo11	#clo14	1	Initial
#Clo10	#clo16	1	Initial
#Clo13	#clo14	2	Initial
#Clo38	#clo6	1	Initial
#Clo15	#clo2	0	Initial
#Clo22	#clo3	3	Initial
#Clo16	#clo5	3	Initial
#Clo32	#clo12	0	Initial
#Clo30	#clo11	2	Initial
#Clo36	#clo6	0	Initial
#Clo35	#clo7	0	Initial
#Clo34	#clo10	0	Initial
#Clo18	#clo5	3	Initial
