True clone	Inf clone	GE	Annotation
#Clo25	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	12	Initial
#Clo26	#CloPSec1Sub1CloPSec2Sub1CloM4Sub2	2	Initial
#Clo20	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	12	Initial
#Clo21	#CloM4Sub1	4	Initial
#Clo22	#CloPSec1Sub1CloPSec2Sub1CloM4Sub2	2	Initial
#Clo23	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	15	Initial
#Clo28	#CloPSec1Sub1CloPSec2Sub1CloM4Sub2	3	Initial
#Clo13	#CloM7Sub2	5	Initial
#Clo11	#CloM7Sub2	4	Initial
#Clo14	#CloM6Sub1	1	Initial
#Clo16	#CloM6Sub1	2	Initial
#Clo19	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	7	Initial
#Clo18	#CloM6Sub1	3	Initial
#Clo30	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	8	Initial
#Clo37	#CloPSec1Sub1CloPSec2Sub1CloM4Sub2	1	Initial
#Clo36	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	1	Initial
#Clo34	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	4	Initial
#Clo33	#CloPSec1Sub2CloPSec2Sub2CloM5Sub4CloM4Sub3CloM6Sub2CloM1Sub3CloM3Sub3CloM2Sub3	8	Initial
#Clo32	#CloM5Sub3CloM7Sub1CloM1Sub2CloM3Sub1CloM2Sub1	7	Initial
#Clo34	#CloM5Sub2CloM1Sub1	5	ExtraInf
#Clo33	#CloM2Sub2	8	ExtraInf
#Clo19	#CloM5Sub1	13	ExtraInf
#Clo28	#CloM3Sub2	16	ExtraInf
