True clone	Inf clone	GE	Annotation
#Clo25	#CloPSec1Sub1	2	Initial
#Clo27	#CloPSec2Sub1	2	Initial
#Clo21	#CloM5Sub4CloM4Sub4CloM1Sub3CloM3Sub3CloM2Sub3	3	Initial
#Clo23	#CloPSec1Sub2CloPSec2Sub2	0	Initial
#Clo7	#CloPSec1Sub1	5	Initial
#Clo9	#CloM5Sub4CloM4Sub4CloM1Sub3CloM3Sub3CloM2Sub3	5	Initial
#Clo8	#CloM5Sub4CloM4Sub4CloM1Sub3CloM3Sub3CloM2Sub3	6	Initial
#Clo11	#CloM5Sub4CloM4Sub4CloM1Sub3CloM3Sub3CloM2Sub3	4	Initial
#Clo10	#CloM3Sub1	3	Initial
#Clo12	#CloM2Sub2	8	Initial
#Clo14	#CloM2Sub2	9	Initial
#Clo17	#CloM1Sub1	4	Initial
#Clo16	#CloM2Sub2	10	Initial
#Clo19	#CloM5Sub4CloM4Sub4CloM1Sub3CloM3Sub3CloM2Sub3	3	Initial
#Clo21	#CloM5Sub3CloM4Sub2CloM1Sub2CloM3Sub2	4	ExtraInf
#Clo21	#CloM2Sub1	6	ExtraInf
#Clo9	#CloM4Sub3	5	ExtraInf
#Clo7	#CloM5Sub2	5	ExtraInf
#Clo21	#CloM5Sub1CloM4Sub1	3	ExtraInf
