True clone	Inf clone	GE	Annotation
#Clo24	#CloM5Sub2CloM7Sub1CloM6Sub2CloM3Sub2CloM2Sub3	8	Initial
#Clo25	#CloM1Sub1CloM2Sub1	2	Initial
#Clo27	#CloM1Sub1CloM2Sub1	1	Initial
#Clo21	#CloM5Sub3CloM6Sub3CloM3Sub3	6	Initial
#Clo22	#CloM1Sub1CloM2Sub1	2	Initial
#Clo23	#CloPSec1Sub3CloPSec2Sub3CloM5Sub4CloM4Sub3CloM7Sub3CloM6Sub4CloM3Sub4CloM2Sub4	8	Initial
#Clo28	#CloPSec1Sub2CloPSec2Sub2	8	Initial
#Clo9	#CloM7Sub2	3	Initial
#Clo10	#CloM5Sub3CloM6Sub3CloM3Sub3	11	Initial
#Clo13	#CloM5Sub3CloM6Sub3CloM3Sub3	4	Initial
#Clo12	#CloM5Sub3CloM6Sub3CloM3Sub3	10	Initial
#Clo15	#CloM5Sub3CloM6Sub3CloM3Sub3	3	Initial
#Clo16	#CloM4Sub2	2	Initial
#Clo19	#CloM5Sub3CloM6Sub3CloM3Sub3	7	Initial
#Clo30	#CloPSec1Sub2CloPSec2Sub2	3	Initial
#Clo34	#CloPSec1Sub3CloPSec2Sub3CloM5Sub4CloM4Sub3CloM7Sub3CloM6Sub4CloM3Sub4CloM2Sub4	0	Initial
#Clo18	#CloM1Sub1CloM2Sub1	4	Initial
#Clo34	#CloM3Sub1	5	ExtraInf
#Clo34	#CloM1Sub2	1	ExtraInf
#Clo34	#CloM4Sub1	2	ExtraInf
#Clo34	#CloM6Sub1	9	ExtraInf
#Clo34	#CloPSec1Sub1CloPSec2Sub1	8	ExtraInf
#Clo23	#CloM2Sub2	9	ExtraInf
#Clo34	#CloM5Sub1	2	ExtraInf
