True clone	Inf clone	GE	Annotation
#Clo25	#CloM2	1	Initial
#Clo27Clo14	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	1	Initial
#Clo20	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	5	Initial
#Clo22	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	4	Initial
#Clo23	#CloM6Sub2	0	Initial
#Clo28	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	3	Initial
#Clo29	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	6	Initial
#Clo40	#CloM5Sub2CloM7Sub1	2	Initial
#Clo13	#CloM6Sub2	1	Initial
#Clo12	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	6	Initial
#Clo11	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	4	Initial
#Clo38	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	0	Initial
#Clo15	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	5	Initial
#Clo17	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	7	Initial
#Clo16	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	8	Initial
#Clo18	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	5	Initial
#Clo31	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	8	Initial
#Clo36	#CloPSec1Sub1	7	Initial
#Clo34	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM1Sub3CloM3Sub2	1	Initial
#Clo40	#CloM1Sub2	10	ExtraInf
#Clo40	#CloM1Sub1	6	ExtraInf
#Clo40	#CloM7Sub2	10	ExtraInf
#Clo40	#CloPSec2Sub1	2	ExtraInf
#Clo40	#CloM6Sub1	2	ExtraInf
#Clo17	#CloM4Sub1	7	ExtraInf
#Clo40	#CloM3Sub1	7	ExtraInf
#Clo40	#CloM5Sub1	13	ExtraInf
