True clone	Inf clone	GE	Annotation
#Clo24	#CloM4Sub1	5	Initial
#Clo26	#CloPSec2Sub1	6	Initial
#Clo27	#CloM3	0	Initial
#Clo20	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	3	Initial
#Clo22	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	2	Initial
#Clo23	#CloM4Sub2CloM6Sub2	4	Initial
#Clo29	#CloM3	1	Initial
#Clo40	#CloM4Sub2CloM6Sub2	0	Initial
#Clo8	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	3	Initial
#Clo13	#CloM6Sub1	2	Initial
#Clo12	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	1	Initial
#Clo10	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	2	Initial
#Clo38	#CloPSec2Sub1	1	Initial
#Clo15	#CloM6Sub1	3	Initial
#Clo17	#CloM4Sub2CloM6Sub2	4	Initial
#Clo32	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	2	Initial
#Clo31	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	1	Initial
#Clo36	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	0	Initial
#Clo35	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	1	Initial
#Clo34	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	1	Initial
#Clo18	#CloPSec1CloPSec2Sub2CloM5Sub2CloM7Sub2CloM1Sub2CloM2Sub2	3	Initial
#Clo40	#CloM1Sub1	2	ExtraInf
#Clo40	#CloM2Sub1	3	ExtraInf
#Clo8	#CloM7Sub1	3	ExtraInf
#Clo20	#CloM5Sub1	4	ExtraInf
