True clone	Inf clone	GE	Annotation
#Clo24	#CloM3Sub1	1	Initial
#Clo26	#CloM3Sub1	3	Initial
#Clo27	#CloM2	0	Initial
#Clo20	#CloPSec2Sub2CloM4Sub2CloM6Sub2	3	Initial
#Clo22	#CloPSec2Sub2CloM4Sub2CloM6Sub2	3	Initial
#Clo29	#CloM2	1	Initial
#Clo7	#CloM7Sub1	2	Initial
#Clo9	#CloM7Sub1	2	Initial
#Clo12	#CloPSec2Sub2CloM4Sub2CloM6Sub2	7	Initial
#Clo11	#CloM7Sub1	3	Initial
#Clo39	#CloPSec1Sub3CloPSec2Sub3CloM5Sub3CloM4Sub3CloM7Sub2CloM6Sub3CloM1Sub2CloM3Sub2	0	Initial
#Clo14	#CloPSec2Sub2CloM4Sub2CloM6Sub2	7	Initial
#Clo17	#CloPSec1Sub2CloM5Sub1	3	Initial
#Clo16	#CloPSec2Sub2CloM4Sub2CloM6Sub2	6	Initial
#Clo33	#CloPSec1Sub1CloPSec2Sub1	1	Initial
#Clo31	#CloM2	3	Initial
#Clo37	#CloPSec2Sub2CloM4Sub2CloM6Sub2	1	Initial
#Clo35	#CloPSec1Sub2CloM5Sub1	1	Initial
#Clo19	#CloPSec1Sub2CloM5Sub1	2	Initial
#Clo32	#CloM1Sub1	1	Initial
#Clo12	#CloM6Sub1	8	ExtraInf
#Clo39	#CloM4Sub1	4	ExtraInf
#Clo39	#CloM5Sub2	3	ExtraInf
