True clone	Inf clone	GE	Annotation
#Clo30	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	5	Initial
#Clo28	#CloM6Sub2	3	Initial
#Clo24Clo44	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	4	Initial
#Clo25	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	6	Initial
#Clo26	#CloM6Sub2	1	Initial
#Clo20	#CloM6Sub2	2	Initial
#Clo21	#CloM5Sub4	4	Initial
#Clo46	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	4	Initial
#Clo42	#CloPSec1Sub2	4	Initial
#Clo40	#CloPSec2Sub1	4	Initial
#Clo39	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	6	Initial
#Clo13	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	9	Initial
#Clo15	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	8	Initial
#Clo22	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	5	Initial
#Clo17	#CloM5Sub2CloM4Sub5CloM7Sub2CloM1Sub1CloM8Sub4	7	Initial
#Clo16	#CloM7Sub1	5	Initial
#Clo32	#CloM2Sub1	3	Initial
#Clo31	#CloM3Sub1	1	Initial
#Clo37	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM2Sub3CloM8Sub2	3	Initial
#Clo35	#CloM1Sub2	8	Initial
#Clo34	#CloM4Sub3CloM7Sub3CloM2Sub2CloM8Sub3	3	Initial
#Clo18	#CloM6Sub2	3	Initial
#Clo37	#CloPSec1Sub1CloM5Sub1CloM4Sub1CloM8Sub5	5	ExtraInf
#Clo13	#CloM8Sub1	9	ExtraInf
#Clo34	#CloPSec1Sub3CloPSec2Sub2	4	ExtraInf
#Clo37	#CloM6Sub1	6	ExtraInf
#Clo34	#CloM5Sub3	5	ExtraInf
#Clo28	#CloM4Sub4	3	ExtraInf
