True clone	Inf clone	GE	Annotation
#Clo30	#CloM4Sub1	5	Initial
#Clo37	#CloPSec1Sub1CloM7Sub5CloM3Sub2CloM2Sub1CloM9Sub1	6	Initial
#Clo22	#CloM6Sub1	2	Initial
#Clo34	#CloPSec1Sub5CloPSec2Sub2	3	Initial
#Clo25	#CloM5Sub1	4	Initial
#Clo26	#CloM4Sub1	3	Initial
#Clo20	#CloM6Sub1	1	Initial
#Clo49	#CloPSec1Sub5CloPSec2Sub2	1	Initial
#Clo47	#CloPSec1Sub6CloPSec2Sub1	1	Initial
#Clo28	#CloM4Sub1	4	Initial
#Clo43	#CloPSec1Sub1CloM7Sub5CloM3Sub2CloM2Sub1CloM9Sub1	3	Initial
#Clo40	#CloM8Sub2	1	Initial
#Clo41	#CloM1Sub2	2	Initial
#Clo12	#CloPSec1Sub1CloM7Sub5CloM3Sub2CloM2Sub1CloM9Sub1	5	Initial
#Clo13	#CloM8Sub2	3	Initial
#Clo38	#CloM8Sub2	5	Initial
#Clo15	#CloM8Sub2	2	Initial
#Clo16	#CloM7Sub1	6	Initial
#Clo19	#CloPSec1Sub1CloM7Sub5CloM3Sub2CloM2Sub1CloM9Sub1	7	Initial
#Clo31	#CloM3Sub1	10	Initial
#Clo23	#CloM5Sub1	3	Initial
#Clo51	#CloPSec1Sub3CloPSec2Sub3CloM5Sub4CloM4Sub3CloM7Sub2CloM6Sub2CloM1Sub3CloM3Sub3CloM2Sub2CloM8Sub3	0	Initial
#Clo35	#CloPSec1Sub1CloM7Sub5CloM3Sub2CloM2Sub1CloM9Sub1	7	Initial
#Clo18	#CloM7Sub1	7	Initial
#Clo51	#CloM1Sub1	2	ExtraInf
#Clo51	#CloM8Sub1	3	ExtraInf
#Clo38	#CloM2Sub4	5	ExtraInf
#Clo34	#CloM3Sub5	5	ExtraInf
#Clo51	#CloM9Sub4	2	ExtraInf
#Clo51	#CloPSec1Sub2CloM5Sub2CloM7Sub4CloM3Sub6CloM2Sub5CloM9Sub2	2	ExtraInf
#Clo51	#CloPSec1Sub4CloM5Sub3CloM4Sub2CloM7Sub3CloM3Sub4CloM2Sub3CloM9Sub3	2	ExtraInf
