True clone	Inf clone	GE	Annotation
#Clo24	#CloPSec2Sub1	1	Initial
#Clo26	#CloPSec1	0	Initial
#Clo20	#CloPSec2Sub2CloM4Sub3CloM1Sub3CloM2Sub2	6	Initial
#Clo21	#CloM1Sub2	2	Initial
#Clo28	#CloPSec2Sub2CloM4Sub3CloM1Sub3CloM2Sub2	0	Initial
#Clo7	#CloM4Sub1	10	Initial
#Clo9	#CloM1Sub2	10	Initial
#Clo10	#CloM4Sub2	8	Initial
#Clo13	#CloPSec2Sub2CloM4Sub3CloM1Sub3CloM2Sub2	8	Initial
#Clo12	#CloM4Sub2	7	Initial
#Clo15	#CloPSec2Sub2CloM4Sub3CloM1Sub3CloM2Sub2	8	Initial
#Clo17	#CloPSec2Sub2CloM4Sub3CloM1Sub3CloM2Sub2	7	Initial
#Clo19	#CloM4Sub2	6	Initial
#Clo18	#CloPSec1	6	Initial
#Clo28	#CloM1Sub1	2	ExtraInf
#Clo13	#CloM3	9	ExtraInf
#Clo19	#CloM2Sub1	7	ExtraInf
