True clone	Inf clone	GE	Annotation
#Clo24	#CloPSec2Sub3CloM1Sub2	1	Initial
#Clo26	#CloPSec1Sub2CloPSec2Sub2	2	Initial
#Clo21	#CloM1Sub1	2	Initial
#Clo22	#CloPSec1Sub3CloM4Sub2CloM2Sub3	0	Initial
#Clo28	#CloPSec1Sub2CloPSec2Sub2	1	Initial
#Clo6	#CloM5	0	Initial
#Clo9	#CloM2Sub2	8	Initial
#Clo8	#CloM5	1	Initial
#Clo11	#CloM2Sub2	7	Initial
#Clo13	#CloM3	0	Initial
#Clo12	#CloM4Sub1	7	Initial
#Clo14	#CloM2Sub2	5	Initial
#Clo16	#CloM2Sub2	2	Initial
#Clo19	#CloM1Sub1	1	Initial
#Clo18	#CloM2Sub2	3	Initial
#Clo30	#CloPSec2Sub3CloM1Sub2	0	Initial
#Clo30	#CloM2Sub1	3	ExtraInf
#Clo24	#CloPSec1Sub1CloPSec2Sub1	2	ExtraInf
