True clone	Inf clone	GE	Annotation
#Clo28	#CloM4Sub2	3	Initial
#Clo24	#CloM4Sub2	3	Initial
#Clo26	#CloM4Sub2	2	Initial
#Clo21	#CloM4Sub2	7	Initial
#Clo22	#CloM4Sub2	4	Initial
#Clo29	#CloM2Sub1	2	Initial
#Clo9	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	6	Initial
#Clo12	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	4	Initial
#Clo10	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	4	Initial
#Clo39	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	5	Initial
#Clo14	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	4	Initial
#Clo17	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	4	Initial
#Clo16	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	3	Initial
#Clo19	#CloM5Sub2	7	Initial
#Clo32	#CloM1Sub1	2	Initial
#Clo31	#CloM2Sub1	4	Initial
#Clo37	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	6	Initial
#Clo35	#CloPSec1Sub2CloPSec2Sub2CloM7Sub1CloM6Sub2	7	Initial
#Clo34	#CloPSec2Sub3CloM5Sub3CloM4Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	4	Initial
#Clo18	#CloM5Sub2	3	Initial
#Clo28	#CloM7Sub2	7	ExtraInf
#Clo28	#CloPSec2Sub1	9	ExtraInf
#Clo28	#CloPSec1Sub1	10	ExtraInf
#Clo28	#CloPSec1Sub3	6	ExtraInf
#Clo28	#CloM6Sub1	9	ExtraInf
#Clo19	#CloM4Sub1	7	ExtraInf
#Clo24	#CloM3Sub1	3	ExtraInf
#Clo28	#CloM5Sub1	8	ExtraInf
