True clone	Inf clone	GE	Annotation
#Clo28	#Clo20	3	Initial
#Clo24	#Clo4	0	Initial
#Clo23	#Clo31	5	Initial
#Clo27	#Clo37	3	Initial
#Clo20	#Clo37	5	Initial
#Clo21	#Clo31	4	Initial
#Clo48	#Clo37	0	Initial
#Clo45	#Clo34	0	Initial
#Clo43	#Clo29	0	Initial
#Clo40	#Clo16	2	Initial
#Clo41	#Clo18	0	Initial
#Clo9	#Clo0	0	Initial
#Clo26	#Clo6	0	Initial
#Clo12	#Clo22	0	Initial
#Clo11	#Clo2	0	Initial
#Clo38	#Clo16	0	Initial
#Clo15	#Clo10	0	Initial
#Clo14	#Clo24	0	Initial
#Clo17	#Clo12	0	Initial
#Clo32	#Clo8	0	Initial
#Clo30	#Clo26	4	Initial
#Clo36	#Clo14	0	Initial
#Clo34	#Clo8	2	Initial
#Clo19	#Clo12	1	Initial
