True clone	Inf clone	GE	Annotation
#Clo30	#Clo13	2	Initial
#Clo37	#Clo32	3	Initial
#Clo22	#Clo4	1	Initial
#Clo34	#Clo0	0	Initial
#Clo25	#Clo30	0	Initial
#Clo26	#Clo13	0	Initial
#Clo20	#Clo4	0	Initial
#Clo49	#Clo2	0	Initial
#Clo47	#Clo45	0	Initial
#Clo28	#Clo11	2	Initial
#Clo43	#Clo32	0	Initial
#Clo40	#Clo41	0	Initial
#Clo41	#Clo6	0	Initial
#Clo12	#Clo17	0	Initial
#Clo13	#Clo37	0	Initial
#Clo38	#Clo41	4	Initial
#Clo15	#Clo39	0	Initial
#Clo16	#Clo21	0	Initial
#Clo19	#Clo25	1	Initial
#Clo31	#Clo19	0	Initial
#Clo23	#Clo28	0	Initial
#Clo51	#Clo47	0	Initial
#Clo35	#Clo15	4	Initial
#Clo18	#Clo23	0	Initial
