True clone	Inf clone	GE	Annotation
#Clo25	#Clo0	1	Initial
#Clo27	#Clo0	1	Initial
#Clo20	#Clo26	1	Initial
#Clo49	#Clo35	0	Initial
#Clo47	#Clo31	0	Initial
#Clo45	#Clo22	0	Initial
#Clo43	#Clo16	0	Initial
#Clo40	#Clo35	1	Initial
#Clo41	#Clo11	0	Initial
#Clo8	#Clo18	0	Initial
#Clo29	#Clo2	0	Initial
#Clo11	#Clo8	1	Initial
#Clo10	#Clo20	0	Initial
#Clo13	#Clo8	2	Initial
#Clo38	#Clo33	1	Initial
#Clo15	#Clo28	0	Initial
#Clo22	#Clo26	0	Initial
#Clo16	#Clo24	3	Initial
#Clo32	#Clo6	0	Initial
#Clo30	#Clo4	2	Initial
#Clo36	#Clo33	0	Initial
#Clo35	#Clo14	0	Initial
#Clo34	#Clo6	2	Initial
#Clo18	#Clo26	1	Initial
