True clone	Inf clone	GE	Annotation
#Clo42	#Clo34	0	Initial
#Clo24	#Clo10	0	Initial
#Clo26	#Clo26	0	Initial
#Clo21	#Clo12	2	Initial
#Clo23	#Clo14	0	Initial
#Clo28	#Clo30	0	Initial
#Clo40	#Clo6	4	Initial
#Clo13	#Clo24	1	Initial
#Clo12	#Clo20	1	Initial
#Clo11	#Clo4	0	Initial
#Clo38	#Clo34	4	Initial
#Clo15	#Clo24	0	Initial
#Clo16	#Clo16	0	Initial
#Clo19	#Clo12	2	Initial
#Clo18	#Clo18	0	Initial
#Clo31	#Clo8	1	Initial
#Clo30	#Clo32	0	Initial
#Clo36	#Clo22	0	Initial
#Clo35	#Clo2	0	Initial
#Clo34	#Clo0	1	Initial
#Clo33	#Clo8	0	Initial
