True clone	Inf clone	GE	Annotation
#Clo24	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2	3	Initial
#Clo27Clo17	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2	0	Initial
#Clo20	#CloM1Sub1CloM2Sub2	2	Initial
#Clo22	#CloM1Sub1CloM2Sub2	2	Initial
#Clo29	#CloPSec1Sub3	1	Initial
#Clo6	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2	3	Initial
#Clo8	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2	4	Initial
#Clo11	#CloM3Sub1	2	Initial
#Clo10	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2	2	Initial
#Clo13	#CloM3Sub1	3	Initial
#Clo15	#CloPSec1Sub4CloPSec2Sub3CloM4Sub2	2	Initial
#Clo19	#CloM1Sub2	2	Initial
#Clo18	#CloM1Sub1CloM2Sub2	5	Initial
#Clo29	#CloPSec1Sub2CloPSec2Sub2	4	ExtraInf
#Clo27Clo17	#CloM2Sub3	1	ExtraInf
#Clo29	#CloM2Sub1	8	ExtraInf
#Clo29	#CloPSec1Sub1CloPSec2Sub1	5	ExtraInf
#Clo29	#CloM4Sub1	8	ExtraInf
#Clo29	#CloM3Sub2	2	ExtraInf
