True clone	Inf clone	GE	Annotation
#Clo24	#CloPSec1Sub4CloPSec2Sub4CloM5Sub3CloM7Sub3CloM6Sub3CloM3Sub2	7	Initial
#Clo25	#CloM1Sub1	1	Initial
#Clo27	#CloM4Sub2CloM2Sub2	1	Initial
#Clo21	#CloM3Sub1	4	Initial
#Clo22	#CloM4Sub2CloM2Sub2	2	Initial
#Clo23	#CloM4Sub3CloM1Sub2	8	Initial
#Clo28	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	9	Initial
#Clo9	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	6	Initial
#Clo10	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	11	Initial
#Clo13	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	4	Initial
#Clo12	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	10	Initial
#Clo15	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	3	Initial
#Clo16	#CloM4Sub1	6	Initial
#Clo19	#CloM3Sub1	3	Initial
#Clo30	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM7Sub2CloM6Sub2	4	Initial
#Clo34	#CloM4Sub3CloM1Sub2	0	Initial
#Clo18	#CloM4Sub2CloM2Sub2	4	Initial
#Clo24	#CloM2Sub3	8	ExtraInf
#Clo34	#CloPSec1Sub2CloPSec2Sub2	2	ExtraInf
#Clo34	#CloM2Sub1	2	ExtraInf
#Clo34	#CloM7Sub1	4	ExtraInf
#Clo34	#CloPSec1Sub1CloPSec2Sub1	6	ExtraInf
#Clo34	#CloM5Sub1	2	ExtraInf
#Clo34	#CloM6Sub1	9	ExtraInf
