True clone	Inf clone	GE	Annotation
#Clo30	#CloPSec1Sub5CloM5Sub3CloM4Sub3CloM7Sub3CloM3Sub4CloM2Sub2CloM9Sub2	6	Initial
#Clo37	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	5	Initial
#Clo22	#CloM6Sub2	7	Initial
#Clo34	#CloPSec1Sub3CloPSec2Sub2	3	Initial
#Clo25	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	4	Initial
#Clo26	#CloM4Sub1	4	Initial
#Clo20	#CloM6Sub2	6	Initial
#Clo49	#CloPSec1Sub3CloPSec2Sub2	1	Initial
#Clo47	#CloPSec1Sub4CloPSec2Sub1	1	Initial
#Clo28	#CloM4Sub1	5	Initial
#Clo43	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	2	Initial
#Clo40	#CloM2Sub3	1	Initial
#Clo41	#CloM1Sub1	1	Initial
#Clo12	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	4	Initial
#Clo13	#CloM8Sub1	1	Initial
#Clo38	#CloM2Sub3	5	Initial
#Clo15	#CloM8Sub1	2	Initial
#Clo16	#CloM7Sub1	6	Initial
#Clo19	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	6	Initial
#Clo31	#CloM3Sub1	10	Initial
#Clo23	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	5	Initial
#Clo51	#CloPSec1Sub2CloPSec2Sub3CloM5Sub4CloM4Sub4CloM7Sub4CloM1Sub2CloM3Sub2CloM2Sub4CloM9Sub4CloM8Sub2	0	Initial
#Clo35	#CloPSec1Sub1CloM5Sub2CloM7Sub2CloM3Sub5CloM9Sub1	6	Initial
#Clo18	#CloM7Sub1	7	Initial
#Clo35	#CloM2Sub1	6	ExtraInf
#Clo34	#CloM3Sub3	5	ExtraInf
#Clo51	#CloM4Sub2	2	ExtraInf
#Clo51	#CloM9Sub3	3	ExtraInf
#Clo51	#CloM5Sub1	4	ExtraInf
#Clo41	#CloM6Sub1	2	ExtraInf
