True clone	Inf clone	GE	Annotation
#Clo24	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM1Sub2CloM2Sub3	5	Initial
#Clo26Clo34	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM1Sub2CloM2Sub3	3	Initial
#Clo27	#CloPSec1Sub4CloM5Sub3CloM7Sub4CloM6Sub2CloM1Sub4CloM3Sub2CloM2Sub4	4	Initial
#Clo21	#CloM3Sub5CloM2Sub1	13	Initial
#Clo23	#CloM3Sub5CloM2Sub1	7	Initial
#Clo28	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM1Sub2CloM2Sub3	4	Initial
#Clo29	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM1Sub2CloM2Sub3	11	Initial
#Clo40	#CloPSec1Sub4CloM5Sub3CloM7Sub4CloM6Sub2CloM1Sub4CloM3Sub2CloM2Sub4	0	Initial
#Clo13	#CloM7Sub1	7	Initial
#Clo12	#CloM8Sub1	5	Initial
#Clo10	#CloM8Sub1	4	Initial
#Clo15	#CloM7Sub1	8	Initial
#Clo17	#CloM5Sub1	11	Initial
#Clo16	#CloM6Sub1	3	Initial
#Clo31	#CloPSec1Sub3CloPSec2Sub3CloM5Sub2CloM1Sub2CloM2Sub3	10	Initial
#Clo37	#CloPSec2Sub4	4	Initial
#Clo19	#CloM3Sub5CloM2Sub1	10	Initial
#Clo18	#CloM4	0	Initial
#Clo40	#CloM1Sub3	4	ExtraInf
#Clo27	#CloM2Sub2	6	ExtraInf
#Clo40	#CloPSec1Sub2CloPSec2Sub5	5	ExtraInf
#Clo27	#CloM7Sub2CloM1Sub1CloM3Sub4	4	ExtraInf
#Clo40	#CloM7Sub3CloM3Sub3	4	ExtraInf
#Clo40	#CloPSec1Sub1CloPSec2Sub1	9	ExtraInf
#Clo40	#CloM3Sub1	10	ExtraInf
#Clo40	#CloPSec2Sub2CloM8Sub2	1	ExtraInf
