True clone	Inf clone	GE	Annotation
#Clo42	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	0	Initial
#Clo24	#CloM4Sub1	5	Initial
#Clo26	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	4	Initial
#Clo21	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	7	Initial
#Clo23	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	5	Initial
#Clo28	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	2	Initial
#Clo40	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	7	Initial
#Clo13	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	6	Initial
#Clo12	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	7	Initial
#Clo11	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	4	Initial
#Clo38	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	4	Initial
#Clo15	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	5	Initial
#Clo16	#CloM6Sub2	7	Initial
#Clo19	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	7	Initial
#Clo18	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	7	Initial
#Clo31	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	3	Initial
#Clo30	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	1	Initial
#Clo36	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	4	Initial
#Clo35	#CloM1Sub2	2	Initial
#Clo34	#CloM2	6	Initial
#Clo33	#CloPSec1Sub2CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub4CloM6Sub3CloM1Sub3CloM3Sub2CloM8Sub2	2	Initial
#Clo42	#CloM7Sub2	5	ExtraInf
#Clo11	#CloM8Sub1	4	ExtraInf
#Clo26	#CloM5Sub2CloM6Sub1CloM1Sub1	5	ExtraInf
#Clo42	#CloM7Sub1	9	ExtraInf
#Clo40	#CloPSec1Sub1CloPSec2Sub1	8	ExtraInf
#Clo26	#CloM7Sub3	4	ExtraInf
#Clo28	#CloM3Sub1	4	ExtraInf
#Clo21	#CloM5Sub1	9	ExtraInf
