True clone	Inf clone	GE	Annotation
#Clo28	#CloPSec1Sub4CloPSec2Sub3CloM5Sub4CloM4Sub4CloM7Sub3CloM6Sub2CloM3Sub2CloM2Sub2	3	Initial
#Clo24	#CloM3Sub1	3	Initial
#Clo26	#CloM4Sub3	2	Initial
#Clo21	#CloM4Sub3	7	Initial
#Clo22	#CloPSec1Sub4CloPSec2Sub3CloM5Sub4CloM4Sub4CloM7Sub3CloM6Sub2CloM3Sub2CloM2Sub2	4	Initial
#Clo29	#CloM2Sub1	2	Initial
#Clo9	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	6	Initial
#Clo12	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	4	Initial
#Clo10	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	4	Initial
#Clo39	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	5	Initial
#Clo14	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	4	Initial
#Clo17	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	4	Initial
#Clo16	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	3	Initial
#Clo19	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	8	Initial
#Clo32	#CloM1	0	Initial
#Clo31	#CloM2Sub1	4	Initial
#Clo37	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	6	Initial
#Clo35	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	7	Initial
#Clo34	#CloPSec1Sub4CloPSec2Sub3CloM5Sub4CloM4Sub4CloM7Sub3CloM6Sub2CloM3Sub2CloM2Sub2	4	Initial
#Clo18	#CloPSec1Sub3CloPSec2Sub2CloM5Sub2CloM4Sub2CloM7Sub2	4	Initial
#Clo28	#CloPSec2Sub1	9	ExtraInf
#Clo28	#CloPSec1Sub1	10	ExtraInf
#Clo28	#CloPSec1Sub2	8	ExtraInf
#Clo12	#CloM6Sub1	4	ExtraInf
#Clo28	#CloM7Sub1	9	ExtraInf
#Clo21	#CloM4Sub1	12	ExtraInf
#Clo28	#CloM5Sub3	8	ExtraInf
#Clo28	#CloM5Sub1	6	ExtraInf
