True clone	Inf clone	GE	Annotation
#Clo25	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	3	Initial
#Clo27Clo14	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	1	Initial
#Clo20	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	5	Initial
#Clo22	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	4	Initial
#Clo23	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	2	Initial
#Clo28	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	3	Initial
#Clo29	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	6	Initial
#Clo40	#CloM7Sub2	2	Initial
#Clo13	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	3	Initial
#Clo12	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	6	Initial
#Clo11	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	4	Initial
#Clo38	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	0	Initial
#Clo15	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	5	Initial
#Clo17	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	7	Initial
#Clo16	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	8	Initial
#Clo18	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	5	Initial
#Clo31	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	8	Initial
#Clo36	#CloPSec1	0	Initial
#Clo34	#CloPSec2Sub2CloM5Sub3CloM4Sub2CloM7Sub3CloM6Sub3CloM1Sub2CloM3Sub2CloM2Sub2	1	Initial
#Clo31	#CloM1Sub1	13	ExtraInf
#Clo40	#CloM2Sub1	5	ExtraInf
#Clo40	#CloPSec2Sub1	2	ExtraInf
#Clo40	#CloM6Sub1	2	ExtraInf
#Clo40	#CloM6Sub2	3	ExtraInf
#Clo40	#CloM7Sub1	10	ExtraInf
#Clo17	#CloM4Sub1	7	ExtraInf
#Clo40	#CloM3Sub1	7	ExtraInf
#Clo40	#CloM5Sub2	7	ExtraInf
#Clo40	#CloM5Sub1	8	ExtraInf
