True clone	Inf clone	GE	Annotation
#Clo36	#CloM1Sub1	3	Initial
#Clo25	#CloM3Sub2	4	Initial
#Clo23	#CloM3Sub2	3	Initial
#Clo27	#CloM2Sub1	4	Initial
#Clo21	#CloM4Sub2	6	Initial
#Clo49	#CloPSec1Sub2CloPSec2Sub4CloM5Sub2CloM7Sub3CloM6Sub2CloM1Sub2CloM3Sub3CloM2Sub3	0	Initial
#Clo47	#CloPSec1Sub1CloPSec2Sub3CloM4Sub1CloM7Sub2CloM3Sub1	1	Initial
#Clo45	#CloPSec1Sub1CloPSec2Sub3CloM4Sub1CloM7Sub2CloM3Sub1	8	Initial
#Clo42	#CloPSec1Sub2CloPSec2Sub4CloM5Sub2CloM7Sub3CloM6Sub2CloM1Sub2CloM3Sub3CloM2Sub3	6	Initial
#Clo40	#CloM1Sub1	4	Initial
#Clo9	#CloM7Sub1	4	Initial
#Clo26	#CloPSec1Sub1CloPSec2Sub3CloM4Sub1CloM7Sub2CloM3Sub1	3	Initial
#Clo12	#CloM6Sub1	1	Initial
#Clo29	#CloM2Sub1	3	Initial
#Clo11	#CloM7Sub1	5	Initial
#Clo13	#CloM5Sub1	1	Initial
#Clo38	#CloM1Sub1	3	Initial
#Clo15	#CloM5Sub1	2	Initial
#Clo16	#CloPSec1Sub1CloPSec2Sub3CloM4Sub1CloM7Sub2CloM3Sub1	6	Initial
#Clo19	#CloM4Sub2	6	Initial
#Clo18	#CloPSec1Sub1CloPSec2Sub3CloM4Sub1CloM7Sub2CloM3Sub1	4	Initial
#Clo31	#CloM2Sub1	4	Initial
#Clo34	#CloM1Sub1	3	Initial
#Clo33	#CloM2Sub1	5	Initial
#Clo45	#CloPSec2Sub2	9	ExtraInf
#Clo49	#CloPSec2Sub1	2	ExtraInf
#Clo49	#CloM2Sub2	2	ExtraInf
