True clone	Inf clone	GE	Annotation
#Clo29	#Clo15	0	Initial
#Clo24	#Clo4	2	Initial
#Clo26	#Clo4	2	Initial
#Clo21	#Clo6	2	Initial
#Clo48	#Clo12	1	Initial
#Clo43	#Clo10	1	Initial
#Clo41	#Clo10	0	Initial
#Clo9	#Clo17	0	Initial
#Clo8	#Clo8	0	Initial
#Clo28	#Clo12	2	Initial
#Clo14	#Clo19	1	Initial
#Clo11	#Clo17	2	Initial
#Clo39	#Clo0	2	Initial
#Clo12	#Clo19	0	Initial
#Clo22	#Clo4	2	Initial
#Clo17	#Clo6	0	Initial
#Clo16	#Clo19	2	Initial
#Clo19	#Clo6	1	Initial
#Clo32	#Clo2	1	Initial
#Clo30	#Clo2	1	Initial
#Clo37	#Clo0	2	Initial
#Clo35	#Clo0	2	Initial
#Clo34	#Clo2	2	Initial
