True clone	Inf clone	GE	Annotation
#Tru9	#CloR5Sub1	12	Initial
#Tru110	#CloR9Sub2	6	Initial
#Tru202	#CloR3Sub3CloR4Sub3CloR5Sub4CloR6Sub2CloR7Sub2CloR8Sub3CloR9Sub4CloR10Sub3CloR11Sub2	2	Initial
#Tru205	#CloR3Sub1CloR4Sub1	6	Initial
#Tru112	#CloR1Sub1CloR2Sub1	6	Initial
#Tru204	#CloR10Sub1	6	Initial
#Tru10	#CloR11Sub1	5	Initial
#Tru8	#CloR9Sub2	15	Initial
#Tru5	#CloR3Sub3CloR4Sub3CloR5Sub4CloR6Sub2CloR7Sub2CloR8Sub3CloR9Sub4CloR10Sub3CloR11Sub2	6	Initial
#Tru4	#CloR1Sub3CloR2Sub3	9	Initial
#Tru101	#CloR3Sub3CloR4Sub3CloR5Sub4CloR6Sub2CloR7Sub2CloR8Sub3CloR9Sub4CloR10Sub3CloR11Sub2	0	Initial
#Tru103	#CloR3Sub3CloR4Sub3CloR5Sub4CloR6Sub2CloR7Sub2CloR8Sub3CloR9Sub4CloR10Sub3CloR11Sub2	1	Initial
#Tru101	#CloR5Sub2	11	ExtraInf
#Tru202	#CloR6Sub1	5	ExtraInf
#Tru5	#CloR8Sub1	6	ExtraInf
#Tru101	#CloR1Sub2CloR2Sub2CloR3Sub2CloR4Sub2CloR9Sub3CloR10Sub2	6	ExtraInf
#Tru103	#CloR5Sub3CloR7Sub1CloR8Sub2	5	ExtraInf
#Tru101	#CloR9Sub1	14	ExtraInf
