True clone	Inf clone	GE	Annotation
#Clone1	#Clo0	1	Initial
#Clone2	#Clo0	7	Initial
#Clone3	#Clo12	1	Initial
#Clone4	#Clo20Clo19	1	Initial
#Clone5	#Clo12	2	Initial
#Clone6	#Clo12	6	Initial
#Clone7	#Clo15	1	Initial
#Clone8	#Clo24	3	Initial
#Clone9	#Clo24	6	Initial
#Clone10	#Clo24	3	Initial
#Clone11	#Clo17	1	Initial
#Clone12	#Clo20Clo19	5	Initial
#Clone13	#Clo20Clo19	7	Initial
#Clone14	#Clo17	2	Initial
#Clone15	#Clo20Clo19	9	Initial
#Clone16	#Clo20Clo19	8	Initial
#Clone17	#Clo24	7	Initial
#Clone18	#Clo12	2	Initial
#Clone19	#Clo9Clo8	0	Initial
#Clone20	#Clo24	5	Initial
#Clone21	#Clo0	6	Initial
#Clone22	#Clo24	20	Initial
#Clone23	#Clo24	8	Initial
#Clone24	#Clo24	6	Initial
#Clone25	#Clo24	18	Initial
#Clone26	#Clo24	14	Initial
#Clone27	#Clo24	16	Initial
#Clone28	#Clo24	18	Initial
#Clone29	#Clo24	21	Initial
#Clone30	#Clo24	10	Initial
#Clone31	#Clo24	20	Initial
#Clone32	#Clo24	3	Initial
#Clone33	#Clo6	0	Initial
#Clone34	#Clo9Clo8	1	Initial
#Clone35	#Clo12	3	Initial
#Clone36	#Clo12	1	Initial
#Clone37	#Clo6	3	Initial
#Clone5	#Clo3Clo2	5	ExtraInf
