True clone	Inf clone	GE	Annotation
#Clo36	#Clo12	2	Initial
#Clo25	#Clo16	3	Initial
#Clo23	#Clo16	2	Initial
#Clo27	#Clo14	1	Initial
#Clo21	#Clo7	11	Initial
#Clo49	#Clo5	4	Initial
#Clo47	#Clo5	1	Initial
#Clo45	#Clo8	8	Initial
#Clo42	#Clo8	8	Initial
#Clo40	#Clo12	3	Initial
#Clo9	#Clo4	0	Initial
#Clo26	#Clo5	3	Initial
#Clo12	#Clo6	0	Initial
#Clo29	#Clo14	2	Initial
#Clo11	#Clo4	1	Initial
#Clo13	#Clo3	4	Initial
#Clo38	#Clo12	2	Initial
#Clo15	#Clo3	3	Initial
#Clo16	#Clo5	6	Initial
#Clo19	#Clo7	11	Initial
#Clo18	#Clo5	4	Initial
#Clo31	#Clo14	1	Initial
#Clo34	#Clo12	2	Initial
#Clo33	#Clo14	2	Initial
