True clone	Inf clone	GE	Annotation
#Clo29	#Clo8	1	Initial
#Clo25	#Clo8	3	Initial
#Clo27	#Clo6	0	Initial
#Clo20	#Clo12	6	Initial
#Clo22	#Clo12	7	Initial
#Clo23	#Clo8	1	Initial
#Clo44	#Clo8	4	Initial
#Clo41	#Clo15	2	Initial
#Clo9	#Clo3	1	Initial
#Clo13	#Clo3	0	Initial
#Clo11	#Clo3	1	Initial
#Clo39	#Clo15	1	Initial
#Clo15	#Clo7	5	Initial
#Clo14	#Clo8	3	Initial
#Clo16	#Clo12	6	Initial
#Clo18	#Clo12	5	Initial
#Clo31	#Clo10	8	Initial
#Clo30	#Clo8	8	Initial
#Clo37	#Clo15	1	Initial
#Clo34	#Clo3	1	Initial
#Clo33	#Clo8	9	Initial
