True clone	Inf clone	GE	Annotation
#Clo28	#Clo12	1	Initial
#Clo25	#Clo14	3	Initial
#Clo26	#Clo12	1	Initial
#Clo20	#Clo7	5	Initial
#Clo21	#Clo14	1	Initial
#Clo23	#Clo14	2	Initial
#Clo43	#Clo13	5	Initial
#Clo41	#Clo4	6	Initial
#Clo5	#Clo10	1	Initial
#Clo7	#Clo11	2	Initial
#Clo9	#Clo10	1	Initial
#Clo12	#Clo7	4	Initial
#Clo11	#Clo10	2	Initial
#Clo38	#Clo4	0	Initial
#Clo14	#Clo7	3	Initial
#Clo16	#Clo7	3	Initial
#Clo33	#Clo13	1	Initial
#Clo18	#Clo7	4	Initial
#Clo31	#Clo13	1	Initial
#Clo30	#Clo12	2	Initial
#Clo36	#Clo4	1	Initial
#Clo35	#Clo13	2	Initial
