True clone	Inf clone	GE	Annotation
#Clo30	#Clo10	4	Initial
#Clo37	#Clo16	6	Initial
#Clo22	#Clo8	1	Initial
#Clo34	#Clo16	14	Initial
#Clo25	#Clo17	2	Initial
#Clo26	#Clo10	2	Initial
#Clo20	#Clo8	0	Initial
#Clo49	#Clo16	12	Initial
#Clo47	#Clo12	7	Initial
#Clo28	#Clo10	3	Initial
#Clo43	#Clo16	3	Initial
#Clo40	#Clo12	3	Initial
#Clo41	#Clo7	0	Initial
#Clo12	#Clo16	1	Initial
#Clo13	#Clo12	1	Initial
#Clo38	#Clo12	7	Initial
#Clo15	#Clo12	2	Initial
#Clo16	#Clo19	2	Initial
#Clo19	#Clo19	3	Initial
#Clo31	#Clo19	6	Initial
#Clo23	#Clo17	1	Initial
#Clo51	#Clo16	6	Initial
#Clo35	#Clo16	7	Initial
#Clo18	#Clo19	1	Initial
#Clo38	#Clo13	7	ExtraInf
#Clo31	#Clo21	9	ExtraInf
#Clo31	#Clo20	8	ExtraInf
