True clone	Inf clone	GE	Annotation
#Clo36	#Clo18	2	Initial
#Clo25	#Clo10	3	Initial
#Clo23	#Clo10	2	Initial
#Clo27	#Clo15	0	Initial
#Clo21	#Clo9	11	Initial
#Clo49	#Clo2	3	Initial
#Clo47	#Clo2	0	Initial
#Clo45	#Clo2	7	Initial
#Clo42	#Clo20	8	Initial
#Clo40	#Clo18	3	Initial
#Clo9	#Clo6	0	Initial
#Clo26	#Clo2	2	Initial
#Clo12	#Clo8	0	Initial
#Clo29	#Clo15	3	Initial
#Clo11	#Clo6	1	Initial
#Clo13	#Clo4	3	Initial
#Clo38	#Clo18	2	Initial
#Clo15	#Clo4	4	Initial
#Clo16	#Clo2	5	Initial
#Clo19	#Clo9	11	Initial
#Clo18	#Clo2	3	Initial
#Clo31	#Clo15	2	Initial
#Clo34	#Clo18	2	Initial
#Clo33	#Clo15	1	Initial
