True clone	Inf clone	GE	Annotation
#Clo29	#Clo9	1	Initial
#Clo24	#Clo5	2	Initial
#Clo26	#Clo5	2	Initial
#Clo21	#Clo7	2	Initial
#Clo48	#Clo8	2	Initial
#Clo43	#Clo12	4	Initial
#Clo41	#Clo12	3	Initial
#Clo9	#Clo13	4	Initial
#Clo8	#Clo8	5	Initial
#Clo28	#Clo5	3	Initial
#Clo14	#Clo11	2	Initial
#Clo11	#Clo8	3	Initial
#Clo39	#Clo16	5	Initial
#Clo12	#Clo11	1	Initial
#Clo22	#Clo5	2	Initial
#Clo17	#Clo7	0	Initial
#Clo16	#Clo8	2	Initial
#Clo19	#Clo7	1	Initial
#Clo32	#Clo6	5	Initial
#Clo30	#Clo6	5	Initial
#Clo37	#Clo16	5	Initial
#Clo35	#Clo16	5	Initial
#Clo34	#Clo6	6	Initial
