True clone	Inf clone	GE	Annotation
#Clo36	#Clo18	1	Initial
#Clo25	#Clo20	3	Initial
#Clo23	#Clo20	2	Initial
#Clo27	#Clo13	0	Initial
#Clo21	#Clo5	11	Initial
#Clo49	#Clo6	4	Initial
#Clo47	#Clo6	1	Initial
#Clo45	#Clo6	8	Initial
#Clo42	#Clo22	8	Initial
#Clo40	#Clo18	2	Initial
#Clo9	#Clo8	0	Initial
#Clo26	#Clo6	3	Initial
#Clo12	#Clo4	0	Initial
#Clo29	#Clo13	3	Initial
#Clo11	#Clo8	1	Initial
#Clo13	#Clo10	4	Initial
#Clo38	#Clo18	3	Initial
#Clo15	#Clo10	3	Initial
#Clo16	#Clo6	6	Initial
#Clo19	#Clo5	11	Initial
#Clo18	#Clo6	4	Initial
#Clo31	#Clo13	2	Initial
#Clo34	#Clo18	1	Initial
#Clo33	#Clo13	1	Initial
