True clone	Inf clone	GE	Annotation
#Clo28	#Clo16	1	Initial
#Clo25	#Clo18	3	Initial
#Clo26	#Clo16	1	Initial
#Clo20	#Clo13	3	Initial
#Clo21	#Clo18	1	Initial
#Clo23	#Clo18	2	Initial
#Clo43	#Clo6	5	Initial
#Clo41	#Clo6	2	Initial
#Clo5	#Clo10	3	Initial
#Clo7	#Clo10	2	Initial
#Clo9	#Clo10	1	Initial
#Clo12	#Clo13	2	Initial
#Clo11	#Clo10	2	Initial
#Clo38	#Clo3	1	Initial
#Clo14	#Clo13	1	Initial
#Clo16	#Clo13	3	Initial
#Clo33	#Clo17	1	Initial
#Clo18	#Clo13	2	Initial
#Clo31	#Clo17	1	Initial
#Clo30	#Clo16	2	Initial
#Clo36	#Clo4	1	Initial
#Clo35	#Clo17	2	Initial
