True clone	Inf clone	GE	Annotation
#Clo24	#Clo12	7	Initial
#Clo26	#Clo12	9	Initial
#Clo27	#Clo18	0	Initial
#Clo20	#Clo3	2	Initial
#Clo22	#Clo3	0	Initial
#Clo29	#Clo18	1	Initial
#Clo7	#Clo6	1	Initial
#Clo9	#Clo6	1	Initial
#Clo12	#Clo11	2	Initial
#Clo11	#Clo6	0	Initial
#Clo39	#Clo14	3	Initial
#Clo14	#Clo11	0	Initial
#Clo17	#Clo4	1	Initial
#Clo16	#Clo11	1	Initial
#Clo33	#Clo9	6	Initial
#Clo31	#Clo18	3	Initial
#Clo37	#Clo3	2	Initial
#Clo35	#Clo3	3	Initial
#Clo19	#Clo4	2	Initial
#Clo32	#Clo14	0	Initial
