True clone	Inf clone	GE	Annotation
#Clo36	#Clo12	2	Initial
#Clo25	#Clo13	3	Initial
#Clo23	#Clo13	2	Initial
#Clo27	#Clo10	2	Initial
#Clo21	#Clo4	11	Initial
#Clo49	#Clo6	4	Initial
#Clo47	#Clo6	1	Initial
#Clo45	#Clo15	8	Initial
#Clo42	#Clo15	8	Initial
#Clo40	#Clo12	3	Initial
#Clo9	#Clo5	0	Initial
#Clo26	#Clo6	3	Initial
#Clo12	#Clo3	0	Initial
#Clo29	#Clo10	1	Initial
#Clo11	#Clo5	1	Initial
#Clo13	#Clo7	4	Initial
#Clo38	#Clo12	2	Initial
#Clo15	#Clo7	3	Initial
#Clo16	#Clo6	6	Initial
#Clo19	#Clo4	11	Initial
#Clo18	#Clo6	4	Initial
#Clo31	#Clo10	2	Initial
#Clo34	#Clo12	2	Initial
#Clo33	#Clo10	3	Initial
