True clone	Inf clone	GE	Annotation
#Clo24	#Clo8	6	Initial
#Clo26	#Clo8	8	Initial
#Clo27	#Clo14	0	Initial
#Clo20	#Clo10	4	Initial
#Clo22	#Clo9	5	Initial
#Clo29	#Clo14	1	Initial
#Clo7	#Clo7	1	Initial
#Clo9	#Clo7	1	Initial
#Clo12	#Clo12	2	Initial
#Clo11	#Clo7	2	Initial
#Clo39	#Clo15	3	Initial
#Clo14	#Clo12	0	Initial
#Clo17	#Clo6	0	Initial
#Clo16	#Clo12	1	Initial
#Clo33	#Clo9	6	Initial
#Clo31	#Clo14	3	Initial
#Clo37	#Clo9	3	Initial
#Clo35	#Clo6	2	Initial
#Clo19	#Clo6	1	Initial
#Clo32	#Clo15	0	Initial
