True clone	Inf clone	GE	Annotation
#Clo28	#Clo19	1	Initial
#Clo24	#Clo19	3	Initial
#Clo26	#Clo19	2	Initial
#Clo21	#Clo17	6	Initial
#Clo22	#Clo19	0	Initial
#Clo29	#Clo13	1	Initial
#Clo9	#Clo5	0	Initial
#Clo12	#Clo9	2	Initial
#Clo10	#Clo9	2	Initial
#Clo39	#Clo5	1	Initial
#Clo14	#Clo8	4	Initial
#Clo17	#Clo8	2	Initial
#Clo16	#Clo8	3	Initial
#Clo19	#Clo8	6	Initial
#Clo32	#Clo11	0	Initial
#Clo31	#Clo13	1	Initial
#Clo37	#Clo3	1	Initial
#Clo35	#Clo3	0	Initial
#Clo34	#Clo19	8	Initial
#Clo18	#Clo8	2	Initial
