True clone	Inf clone	GE	Annotation
#Clo24	#Clo11	6	Initial
#Clo26	#Clo11	8	Initial
#Clo27	#Clo14	0	Initial
#Clo20	#Clo8	1	Initial
#Clo22	#Clo8	1	Initial
#Clo29	#Clo14	1	Initial
#Clo7	#Clo6	1	Initial
#Clo9	#Clo6	1	Initial
#Clo12	#Clo10	2	Initial
#Clo11	#Clo6	2	Initial
#Clo39	#Clo12	3	Initial
#Clo14	#Clo10	0	Initial
#Clo17	#Clo5	0	Initial
#Clo16	#Clo10	1	Initial
#Clo33	#Clo9	6	Initial
#Clo31	#Clo14	3	Initial
#Clo37	#Clo8	3	Initial
#Clo35	#Clo5	2	Initial
#Clo19	#Clo5	1	Initial
#Clo32	#Clo12	0	Initial
