True clone	Inf clone	GE	Annotation
#Clone1	#clo11	3	Initial
#Clone2	#clo7	2	Initial
#Clone3	#clo6	4	Initial
#Clone4	#clo11	0	Initial
#Clone5	#clo11	4	Initial
#Clone6	#clo8	6	Initial
#Clone7	#clo11	3	Initial
#Clone8	#clo8	4	Initial
#Clone9	#clo11	6	Initial
#Clone10	#clo11	4	Initial
#Clone11	#clo3	0	Initial
#Clone12	#clo8	6	Initial
#Clone13	#clo12	0	Initial
#Clone14	#clo3	3	Initial
#Clone15	#clo11	5	Initial
#Clone16	#clo11	4	Initial
#Clone17	#clo11	4	Initial
#Clone18	#clo5	2	Initial
#Clone19	#clo5	6	Initial
#Clone20	#clo6	1	Initial
#Clone21	#clo11	2	Initial
#Clone22	#clo5	5	Initial
#Clone23	#clo10	1	Initial
#Clone24	#clo11	3	Initial
#Clone25	#clo10	2	Initial
#Clone26	#clo10	6	Initial
#Clone27	#clo11	6	Initial
#Clone28	#clo4	0	Initial
#Clone29	#clo4	1	Initial
#Clone30	#clo12	1	Initial
#Clone31	#clo3	1	Initial
#Clone32	#clo3	3	Initial
