True clone	Inf clone	GE	Annotation
#Clone1	#clo6	3	Initial
#Clone2	#clo6	9	Initial
#Clone3	#clo6	3	Initial
#Clone4	#clo6	3	Initial
#Clone5	#clo1	2	Initial
#Clone6	#clo3	4	Initial
#Clone7	#clo3	4	Initial
#Clone8	#clo6	8	Initial
#Clone9	#clo6	4	Initial
#Clone10	#clo6	3	Initial
#Clone11	#clo6	4	Initial
#Clone12	#clo2	3	Initial
#Clone13	#clo6	2	Initial
#Clone14	#clo6	5	Initial
#Clone15	#clo8	0	Initial
#Clone16	#clo6	3	Initial
#Clone17	#clo7	0	Initial
#Clone18	#clo6	5	Initial
#Clone19	#clo6	4	Initial
#Clone20	#clo6	6	Initial
#Clone21	#clo7	3	Initial
