True clone	Inf clone	GE	Annotation
#Clone1	#clo8	8	Initial
#Clone2	#clo8	8	Initial
#Clone3	#clo2	4	Initial
#Clone4	#clo8	8	Initial
#Clone5	#clo8	3	Initial
#Clone6	#clo8	2	Initial
#Clone7	#clo10	4	Initial
#Clone8	#clo2	3	Initial
#Clone9	#clo8	6	Initial
#Clone10	#clo8	10	Initial
#Clone11	#clo8	10	Initial
#Clone12	#clo2	5	Initial
#Clone13	#clo11	2	Initial
#Clone14	#clo8	5	Initial
#Clone15	#clo1	2	Initial
#Clone16	#clo1	5	Initial
#Clone17	#clo11	3	Initial
#Clone18	#clo8	8	Initial
#Clone19	#clo11	2	Initial
#Clone20	#clo5	1	Initial
#Clone21	#clo12	4	Initial
#Clone22	#clo12	2	Initial
#Clone23	#clo12	5	Initial
#Clone24	#clo12	8	Initial
#Clone25	#clo12	3	Initial
#Clone26	#clo5	3	Initial
