True clone	Inf clone	GE	Annotation
#Clone1	#clo5	2	Initial
#Clone2	#clo5	2	Initial
#Clone3	#clo5	3	Initial
#Clone4	#clo5	3	Initial
#Clone5	#clo5	4	Initial
#Clone6	#clo7	5	Initial
#Clone7	#clo4	3	Initial
#Clone8	#clo5	5	Initial
#Clone9	#clo3	1	Initial
#Clone10	#clo2	1	Initial
#Clone11	#clo2	1	Initial
#Clone12	#clo2	2	Initial
#Clone13	#clo5	3	Initial
#Clone14	#clo8	3	Initial
#Clone15	#clo9	5	Initial
#Clone16	#clo9	4	Initial
#Clone17	#clo9	4	Initial
#Clone18	#clo7	6	Initial
#Clone19	#clo5	7	Initial
#Clone20	#clo5	6	Initial
#Clone21	#clo5	4	Initial
#Clone22	#clo9	5	Initial
#Clone23	#clo9	3	Initial
