True clone	Inf clone	GE	Annotation
#Clone1	#clo5	1	Initial
#Clone2	#clo2	6	Initial
#Clone3	#clo5	5	Initial
#Clone4	#clo2	9	Initial
#Clone5	#clo4	5	Initial
#Clone6	#clo7	4	Initial
#Clone7	#clo2	3	Initial
#Clone8	#clo5	2	Initial
#Clone9	#clo2	5	Initial
#Clone10	#clo7	3	Initial
#Clone11	#clo7	4	Initial
#Clone12	#clo2	3	Initial
#Clone13	#clo2	2	Initial
#Clone14	#clo2	8	Initial
#Clone15	#clo10	7	Initial
#Clone16	#clo10	1	Initial
#Clone17	#clo10	6	Initial
#Clone18	#clo5	6	Initial
#Clone19	#clo2	6	Initial
#Clone20	#clo7	2	Initial
#Clone21	#clo10	5	Initial
#Clone22	#clo5	5	Initial
#Clone23	#clo4	2	Initial
#Clone24	#clo4	1	Initial
#Clone25	#clo5	3	Initial
