True clone	Inf clone	GE	Annotation
#Clone1	#clo10	7	Initial
#Clone2	#clo10	4	Initial
#Clone3	#clo10	5	Initial
#Clone4	#clo10	9	Initial
#Clone5	#clo10	5	Initial
#Clone6	#clo10	7	Initial
#Clone7	#clo10	4	Initial
#Clone8	#clo3	4	Initial
#Clone9	#clo3	5	Initial
#Clone10	#clo6	4	Initial
#Clone11	#clo3	7	Initial
#Clone12	#clo3	3	Initial
#Clone13	#clo10	9	Initial
#Clone14	#clo6	2	Initial
#Clone15	#clo3	6	Initial
#Clone16	#clo13	5	Initial
#Clone17	#clo10	6	Initial
#Clone18	#clo13	6	Initial
#Clone19	#clo9	3	Initial
#Clone20	#clo10	15	Initial
#Clone21	#clo10	13	Initial
#Clone22	#clo10	11	Initial
#Clone23	#clo13	4	Initial
