True clone	Inf clone	GE	Annotation
#Clone1	#clo3	10	Initial
#Clone2	#clo3	8	Initial
#Clone3	#clo14	1	Initial
#Clone4	#clo6	2	Initial
#Clone5	#clo7	6	Initial
#Clone6	#clo7	8	Initial
#Clone7	#clo7	4	Initial
#Clone8	#clo7	7	Initial
#Clone9	#clo7	9	Initial
#Clone10	#clo14	8	Initial
#Clone11	#clo7	7	Initial
#Clone12	#clo7	7	Initial
#Clone13	#clo3	2	Initial
#Clone14	#clo14	9	Initial
#Clone15	#clo14	8	Initial
#Clone16	#clo12	2	Initial
#Clone17	#clo9	5	Initial
#Clone18	#clo7	8	Initial
#Clone19	#clo7	6	Initial
#Clone20	#clo14	9	Initial
