True clone	Inf clone	GE	Annotation
#Clone1	#clo10	3	Initial
#Clone2	#clo10	4	Initial
#Clone3	#clo6	6	Initial
#Clone4	#clo10	7	Initial
#Clone5	#clo10	3	Initial
#Clone6	#clo10	3	Initial
#Clone7	#clo10	1	Initial
#Clone8	#clo10	5	Initial
#Clone9	#clo10	2	Initial
#Clone10	#clo10	3	Initial
#Clone11	#clo10	2	Initial
#Clone12	#clo10	1	Initial
#Clone13	#clo2	0	Initial
#Clone14	#clo10	0	Initial
#Clone15	#clo10	2	Initial
#Clone16	#clo1	4	Initial
#Clone17	#clo10	3	Initial
#Clone18	#clo1	4	Initial
#Clone19	#clo10	4	Initial
#Clone20	#clo11	0	Initial
#Clone21	#clo11	1	Initial
#Clone22	#clo10	6	Initial
#Clone23	#clo3	3	Initial
#Clone24	#clo1	6	Initial
