True clone	Inf clone	GE	Annotation
#Clo30	#Clone13	3	Initial
#Clo37	#Clone11	3	Initial
#Clo22	#Clone7	1	Initial
#Clo34	#Clone17	3	Initial
#Clo25	#Clone14	1	Initial
#Clo26	#Clone13	1	Initial
#Clo20	#Clone7	0	Initial
#Clo49	#Clone17	1	Initial
#Clo47	#Clone2	0	Initial
#Clo28	#Clone13	2	Initial
#Clo43	#Clone11	0	Initial
#Clo40	#Clone1	2	Initial
#Clo41	#Clone15	0	Initial
#Clo12	#Clone4	0	Initial
#Clo13	#Clone1	0	Initial
#Clo38	#Clone1	6	Initial
#Clo15	#Clone1	1	Initial
#Clo16	#Clone10	0	Initial
#Clo19	#Clone10	3	Initial
#Clo31	#Clone10	6	Initial
#Clo23	#Clone14	0	Initial
#Clo51	#Clone6	0	Initial
#Clo35	#Clone11	4	Initial
#Clo18	#Clone10	1	Initial
#Clo41	#Clone9	1	ExtraInf
#Clo51	#Clone8	1	ExtraInf
#Clo38	#Clone3	9	ExtraInf
#Clo51	#Clone5	2	ExtraInf
#Clo49	#Clone16	6	ExtraInf
#Clo31	#Clone12	8	ExtraInf
