True clone	Inf clone	GE	Annotation
#Clo42	#Clone2	0	Initial
#Clo24	#Clone7	1	Initial
#Clo26	#Clone5	0	Initial
#Clo21	#Clone8	2	Initial
#Clo23	#Clone4	2	Initial
#Clo28	#Clone10	0	Initial
#Clo40	#Clone12	4	Initial
#Clo13	#Clone5	2	Initial
#Clo12	#Clone6	3	Initial
#Clo11	#Clone1	0	Initial
#Clo38	#Clone2	4	Initial
#Clo15	#Clone5	1	Initial
#Clo16	#Clone3	0	Initial
#Clo19	#Clone8	2	Initial
#Clo18	#Clone3	1	Initial
#Clo31	#Clone2	3	Initial
#Clo30	#Clone2	1	Initial
#Clo36	#Clone4	1	Initial
#Clo35	#Clone11	7	Initial
#Clo34	#Clone9	6	Initial
#Clo33	#Clone2	2	Initial
