True clone	Inf clone	GE	Annotation
#Clo28	#Clone3	1	Initial
#Clo43	#Clone3	2	Initial
#Clo35	#Clone11	0	Initial
#Clo23	#Clone3	0	Initial
#Clo24	#Clone10	1	Initial
#Clo26	#Clone10	1	Initial
#Clo21	#Clone5	1	Initial
#Clo48	#Clone13	0	Initial
#Clo46	#Clone6	2	Initial
#Clo41	#Clone6	2	Initial
#Clo9	#Clone3	2	Initial
#Clo13	#Clone3	2	Initial
#Clo38	#Clone1	5	Initial
#Clo11	#Clone2	1	Initial
#Clo39	#Clone6	1	Initial
#Clo15	#Clone3	4	Initial
#Clo17	#Clone3	2	Initial
#Clo33	#Clone8	1	Initial
#Clo18	#Clone7	0	Initial
#Clo30	#Clone9	1	Initial
#Clo50	#Clone6	1	Initial
#Clo52	#Clone6	0	Initial
#Clo19	#Clone3	1	Initial
#Clo37	#Clone8	0	Initial
#Clo32	#Clone1	1	Initial
#Clo38	#Clone4	7	ExtraInf
#Clo43	#Clone12	5	ExtraInf
