True clone	Inf clone	GE	Annotation
#Clo25	#Clone8	1	Initial
#Clo27	#Clone8	1	Initial
#Clo20	#Clone9	3	Initial
#Clo49	#Clone2	0	Initial
#Clo47	#Clone3	0	Initial
#Clo45	#Clone1	2	Initial
#Clo43	#Clone14	0	Initial
#Clo40	#Clone2	1	Initial
#Clo41	#Clone6	5	Initial
#Clo8	#Clone1	0	Initial
#Clo29	#Clone8	2	Initial
#Clo11	#Clone6	1	Initial
#Clo10	#Clone1	1	Initial
#Clo13	#Clone6	2	Initial
#Clo38	#Clone13	1	Initial
#Clo15	#Clone5	0	Initial
#Clo22	#Clone10	3	Initial
#Clo16	#Clone9	3	Initial
#Clo32	#Clone12	2	Initial
#Clo30	#Clone12	2	Initial
#Clo36	#Clone13	0	Initial
#Clo35	#Clone11	0	Initial
#Clo34	#Clone12	4	Initial
#Clo18	#Clone9	3	Initial
#Clo41	#Clone4	18	ExtraInf
#Clo41	#Clone7	8	ExtraInf
