True clone	Inf clone	GE	Annotation
#Clo25	#clo5	2	Initial
#Clo27	#clo5	2	Initial
#Clo20	#clo7	5	Initial
#Clo49	#clo11	4	Initial
#Clo47	#clo4	1	Initial
#Clo45	#clo2	1	Initial
#Clo43	#clo3	1	Initial
#Clo40	#clo11	3	Initial
#Clo41	#clo8	1	Initial
#Clo8	#clo6	1	Initial
#Clo29	#clo5	3	Initial
#Clo11	#clo9	2	Initial
#Clo10	#clo2	2	Initial
#Clo13	#clo9	3	Initial
#Clo38	#clo11	2	Initial
#Clo15	#clo10	2	Initial
#Clo22	#clo4	5	Initial
#Clo16	#clo7	5	Initial
#Clo32	#clo12	3	Initial
#Clo30	#clo12	3	Initial
#Clo36	#clo11	1	Initial
#Clo35	#clo1	1	Initial
#Clo34	#clo12	5	Initial
#Clo18	#clo7	5	Initial
