True clone	Inf clone	GE	Annotation
#Clo42	#clo12	0	Initial
#Clo24	#clo7	0	Initial
#Clo26	#clo8	1	Initial
#Clo21	#clo6	2	Initial
#Clo23	#clo8	2	Initial
#Clo28	#clo11	0	Initial
#Clo40	#clo3	4	Initial
#Clo13	#clo8	3	Initial
#Clo12	#clo2	3	Initial
#Clo11	#clo5	0	Initial
#Clo38	#clo12	4	Initial
#Clo15	#clo8	2	Initial
#Clo16	#clo4	0	Initial
#Clo19	#clo6	2	Initial
#Clo18	#clo4	1	Initial
#Clo31	#clo9	1	Initial
#Clo30	#clo11	1	Initial
#Clo36	#clo8	1	Initial
#Clo35	#clo1	6	Initial
#Clo34	#clo10	7	Initial
#Clo33	#clo9	0	Initial
