True clone	Inf clone	GE	Annotation
#Clo36	#clo7	4	Initial
#Clo25	#clo9	7	Initial
#Clo23	#clo9	6	Initial
#Clo27	#clo4	4	Initial
#Clo21	#clo3	10	Initial
#Clo49	#clo2	4	Initial
#Clo47	#clo2	1	Initial
#Clo45	#clo6	6	Initial
#Clo42	#clo2	10	Initial
#Clo40	#clo7	5	Initial
#Clo9	#clo1	1	Initial
#Clo26	#clo2	3	Initial
#Clo12	#clo5	1	Initial
#Clo29	#clo4	3	Initial
#Clo11	#clo1	2	Initial
#Clo13	#clo8	2	Initial
#Clo38	#clo7	4	Initial
#Clo15	#clo8	3	Initial
#Clo16	#clo2	6	Initial
#Clo19	#clo3	10	Initial
#Clo18	#clo2	4	Initial
#Clo31	#clo4	4	Initial
#Clo34	#clo7	4	Initial
#Clo33	#clo4	5	Initial
