True clone	Inf clone	GE	Annotation
#Clo30	#clo1	6	Initial
#Clo37	#clo4	6	Initial
#Clo22	#clo2	3	Initial
#Clo34	#clo11	3	Initial
#Clo25	#clo6	4	Initial
#Clo26	#clo1	4	Initial
#Clo20	#clo2	2	Initial
#Clo49	#clo11	1	Initial
#Clo47	#clo4	5	Initial
#Clo28	#clo1	5	Initial
#Clo43	#clo4	3	Initial
#Clo40	#clo13	2	Initial
#Clo41	#clo7	3	Initial
#Clo12	#clo12	3	Initial
#Clo13	#clo5	2	Initial
#Clo38	#clo9	6	Initial
#Clo15	#clo5	3	Initial
#Clo16	#clo10	3	Initial
#Clo19	#clo3	4	Initial
#Clo31	#clo8	5	Initial
#Clo23	#clo6	3	Initial
#Clo51	#clo4	4	Initial
#Clo35	#clo4	7	Initial
#Clo18	#clo3	4	Initial
