True clone	Inf clone	GE	Annotation
#Clone1	#clo8	1	Initial
#Clone2	#clo15	11	Initial
#Clone3	#clo15	13	Initial
#Clone4	#clo15	10	Initial
#Clone5	#clo4	9	Initial
#Clone6	#clo9	2	Initial
#Clone7	#clo9	3	Initial
#Clone8	#clo9	13	Initial
#Clone9	#clo9	4	Initial
#Clone10	#clo9	6	Initial
#Clone11	#clo9	7	Initial
#Clone12	#clo15	14	Initial
#Clone13	#clo9	11	Initial
#Clone14	#clo16	2	Initial
#Clone15	#clo15	9	Initial
#Clone16	#clo15	9	Initial
#Clone17	#clo16	4	Initial
#Clone18	#clo16	5	Initial
#Clone19	#clo16	3	Initial
#Clone20	#clo15	2	Initial
#Clone21	#clo15	3	Initial
#Clone22	#clo15	5	Initial
#Clone23	#clo15	10	Initial
#Clone24	#clo15	6	Initial
#Clone25	#clo10	11	Initial
#Clone26	#clo10	8	Initial
#Clone27	#clo8	7	Initial
#Clone28	#clo15	12	Initial
#Clone29	#clo1	2	Initial
#Clone30	#clo4	3	Initial
#Clone31	#clo1	7	Initial
#Clone32	#clo15	16	Initial
#Clone33	#clo15	8	Initial
#Clone34	#clo4	0	Initial
#Clone35	#clo2	0	Initial
#Clone36	#clo10	12	Initial
#Clone37	#clo15	10	Initial
#Clone38	#clo15	10	Initial
#Clone39	#clo4	2	Initial
